City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Sisimiut,GL,66.94,-53.67,40.73,75,100,6.44,overcast clouds
362,College,US,64.86,-147.8,59.0,58,75,3.36,broken clouds
363,Dzhankoy,UA,45.72,34.4,68.47,66,0,5.59,clear sky
364,Atagay,RU,55.1,99.39,42.08,90,100,3.02,overcast clouds
365,Maarianhamina,AX,60.1,19.93,57.2,100,90,6.93,overcast clouds
366,Carutapera,BR,-1.2,-46.02,77.79,82,81,8.5,broken clouds
367,Beyneu,KZ,45.32,55.2,61.09,54,48,12.48,scattered clouds
368,Oussouye,SN,12.48,-16.55,80.6,88,40,6.93,thunderstorm
369,Chihuahua,MX,28.5,-106.0,81.0,57,75,6.93,broken clouds
370,Grimmen,DE,54.11,13.04,66.0,88,20,4.81,few clouds
371,Changji,CN,44.02,87.32,62.6,45,5,11.18,clear sky
372,Tiarei,PF,-17.53,-149.33,84.2,62,40,10.29,scattered clouds
373,Kamaishi,JP,39.27,141.88,71.53,73,38,0.47,scattered clouds
374,Santa Fe,AR,-31.63,-60.7,62.01,51,19,1.01,few clouds
375,Codajas,BR,-3.84,-62.06,84.36,51,95,1.45,light rain
376,Mwingi,KE,-0.93,38.06,65.39,86,44,5.59,scattered clouds
377,Dudinka,RU,69.41,86.18,53.6,71,100,11.18,overcast clouds
378,Lebu,CL,-37.62,-73.65,50.76,96,100,4.21,moderate rain
379,Banjar,ID,-8.19,114.97,73.4,100,40,1.12,scattered clouds
380,Saint-Pierre,RE,-21.34,55.48,66.2,59,90,9.17,overcast clouds
381,Byron Bay,AU,-28.65,153.62,64.4,88,11,4.7,few clouds
382,Male,MV,4.17,73.51,81.99,77,100,9.64,overcast clouds
383,Komsomolskiy,UZ,40.43,71.72,64.4,42,0,6.93,clear sky
384,Tambura,SS,5.6,27.47,68.74,92,93,1.86,overcast clouds
385,Alyangula,AU,-13.85,136.42,69.8,94,75,2.24,broken clouds
386,Teguise,ES,29.06,-13.56,75.2,78,20,16.11,few clouds
387,Nuuk,GL,64.18,-51.72,42.8,93,72,8.05,broken clouds
388,Isilkul,RU,54.91,71.27,47.98,81,72,11.92,broken clouds
389,Torbay,CA,47.67,-52.73,55.0,71,90,10.29,overcast clouds
390,Birjand,IR,32.87,59.22,60.8,19,0,11.41,clear sky
391,Cap Malheureux,MU,-19.98,57.61,68.0,65,94,5.01,light rain
392,Mount Isa,AU,-20.73,139.5,75.2,29,0,8.05,clear sky
393,Gravdal,NO,68.12,13.5,47.88,77,99,7.92,overcast clouds
394,Warrnambool,AU,-38.38,142.48,53.98,72,100,11.86,overcast clouds
395,Niesky,DE,51.29,14.82,71.01,68,30,5.26,scattered clouds
396,Eyl,SO,7.98,49.82,78.98,72,38,17.65,scattered clouds
397,Batemans Bay,AU,-35.72,150.18,54.0,80,0,3.0,clear sky
398,Estelle,US,29.85,-90.11,84.0,78,75,13.87,broken clouds
399,Bozoum,CF,6.32,16.38,70.02,94,54,1.97,broken clouds
400,Tessalit,ML,20.2,1.01,97.02,13,71,7.76,broken clouds
401,Ryotsu,JP,38.08,138.43,69.8,94,84,2.24,broken clouds
402,Voznesenye,RU,61.01,35.48,45.07,87,1,7.0,clear sky
403,Whitehorse,CA,60.72,-135.05,57.99,35,75,16.11,broken clouds
404,Alindao,CF,5.03,21.21,70.29,95,85,1.7,overcast clouds
405,Benemerito De Las Americas,MX,16.52,-90.64,83.88,82,74,3.65,broken clouds
406,Sola,VU,-13.88,167.55,78.8,83,90,13.87,overcast clouds
407,Rangoon,MM,16.81,96.16,78.8,94,40,2.24,heavy intensity rain
408,Padang,ID,-0.95,100.35,77.18,75,98,3.13,light rain
409,Lompoc,US,34.64,-120.46,75.99,64,1,12.75,haze
410,Bulgan,MN,48.81,103.53,36.9,81,15,1.41,few clouds
411,Port Moresby,PG,-9.44,147.18,78.8,83,75,13.87,broken clouds
412,Kenai,US,60.55,-151.26,53.6,81,90,6.93,light rain
413,Chufarovo,RU,54.1,47.34,45.0,92,41,12.53,scattered clouds
414,Anloga,GH,5.79,0.9,71.6,94,20,2.24,few clouds
415,Casablanca,MA,33.59,-7.62,73.0,94,75,5.82,broken clouds
416,Khasan,RU,42.43,130.64,63.45,91,100,10.69,overcast clouds
417,Gashua,NG,12.87,11.05,82.18,51,20,7.87,few clouds
418,Tekeli,KZ,44.83,78.82,54.95,40,71,9.89,broken clouds
419,Constitucion,CL,-35.33,-72.42,52.54,87,100,4.59,moderate rain
420,General Roca,AR,-39.03,-67.58,64.4,45,100,4.7,light rain
421,Port Hedland,AU,-20.32,118.57,68.0,60,35,4.7,scattered clouds
422,Iranshahr,IR,27.2,60.68,77.0,11,13,6.4,few clouds
423,Kaduqli,SD,11.02,29.72,72.93,81,91,1.23,overcast clouds
424,Labuhan,ID,-6.88,112.21,76.1,77,48,9.8,scattered clouds
425,Ambilobe,MG,-13.2,49.05,68.13,80,61,6.35,broken clouds
426,Marsaxlokk,MT,35.84,14.54,78.01,83,75,8.05,broken clouds
427,Andenes,NO,69.31,16.12,44.6,93,97,5.82,overcast clouds
428,Polonnaruwa,LK,7.93,81.0,78.98,73,100,7.38,overcast clouds
429,Batagay-Alyta,RU,67.8,130.41,41.49,74,42,4.07,scattered clouds
430,Riviere-Du-Loup,CA,47.83,-69.53,49.89,69,19,3.44,few clouds
431,Namibe,AO,-15.2,12.15,61.12,78,3,5.44,clear sky
432,Guarapari,BR,-20.67,-40.5,75.99,83,32,11.41,scattered clouds
433,Cabedelo,BR,-6.98,-34.83,75.2,88,19,9.17,few clouds
434,Weinan,CN,34.5,109.51,71.01,100,49,4.47,scattered clouds
435,Tullamore,IE,53.27,-7.49,60.01,95,48,2.15,light rain
436,Vila,PT,42.03,-8.16,61.0,86,46,1.99,scattered clouds
437,Nueva Guinea,NI,11.69,-84.46,81.45,88,100,3.15,light rain
438,Ondjiva,AO,-17.07,15.73,68.22,23,0,11.32,clear sky
439,La Palma,US,33.85,-118.05,97.0,30,1,8.05,smoke
440,Nyuksenitsa,RU,60.41,44.24,43.48,94,29,8.43,scattered clouds
441,Mayo,US,38.89,-76.51,64.99,63,1,3.36,clear sky
442,Troitsko-Pechorsk,RU,62.71,56.2,45.01,96,97,5.68,overcast clouds
443,Vysokogornyy,RU,50.12,139.15,54.75,86,88,1.88,overcast clouds
444,Loni,IN,28.75,77.28,91.0,79,40,3.78,mist
445,Sri Aman,MY,1.24,111.46,75.2,94,100,1.36,overcast clouds
446,Axim,GH,4.87,-2.24,75.58,89,100,10.85,overcast clouds
447,Zhengjiatun,CN,43.51,123.51,59.79,93,91,9.13,light rain
448,Jieshi,CN,22.81,115.83,80.19,85,78,9.51,light rain
449,Say,NE,13.1,2.37,89.6,62,26,3.36,scattered clouds
450,Jaru,BR,-10.44,-62.47,93.42,15,0,1.03,clear sky
451,Oriximina,BR,-1.77,-55.87,88.77,40,97,2.82,overcast clouds
452,Mazagao,BR,-0.12,-51.29,89.6,66,20,5.82,few clouds
453,Zabid,YE,14.2,43.32,90.32,62,54,7.58,broken clouds
454,Yelets,RU,52.62,38.5,52.2,92,0,6.53,clear sky
455,Nizhniy Kuranakh,RU,58.84,125.49,41.59,85,99,1.7,overcast clouds
456,Marovoay,MG,-16.1,46.63,69.8,88,20,2.24,few clouds
457,Kuopio,FI,62.89,27.68,48.2,100,20,3.36,few clouds
458,Lubango,AO,-14.92,13.49,59.49,35,0,4.72,clear sky
459,Concepcion Del Uruguay,AR,-32.48,-58.24,57.99,57,100,1.01,overcast clouds
460,Cleburne,US,32.35,-97.39,86.0,55,20,8.05,few clouds
461,Poiana Marului,RO,45.6,25.3,62.01,83,0,3.69,clear sky
462,Porto Novo,BJ,6.5,2.6,73.4,94,20,1.12,few clouds
463,Awjilah,LY,29.11,21.29,88.0,24,34,15.66,scattered clouds
464,Longyearbyen,SJ,78.22,15.64,32.0,95,75,2.24,broken clouds
465,Luganville,VU,-15.53,167.17,78.8,74,40,14.99,scattered clouds
466,Lock Haven,US,41.14,-77.45,68.0,14,0,1.01,clear sky
467,Hami,CN,42.8,93.45,63.64,25,100,2.53,overcast clouds
468,Aden,YE,12.78,45.04,90.18,64,28,1.32,scattered clouds
469,Roxana,CR,10.28,-83.75,71.6,94,75,4.7,broken clouds
470,Amga,RU,60.9,131.96,39.87,91,26,2.55,scattered clouds
471,Santarem,BR,-2.44,-54.71,89.6,66,20,5.82,few clouds
472,Kuminskiy,RU,58.67,66.57,52.68,94,99,8.39,light rain
473,Khaniotis,GR,40.0,23.58,75.99,55,0,8.61,clear sky
474,Gorin,RU,51.2,136.67,54.79,88,0,3.04,clear sky
475,El Sauzal,MX,31.9,-116.68,86.63,30,0,10.09,clear sky
476,Saint-Francois,FR,46.42,3.91,69.8,64,15,2.24,few clouds
477,Dali,CN,25.7,100.18,62.74,86,99,3.31,overcast clouds
478,Deqing,CN,30.54,119.96,73.99,99,100,7.0,light rain
479,Praya,CV,14.92,-23.51,79.65,83,46,9.66,scattered clouds
480,Urengoy,RU,65.97,78.37,47.7,89,39,10.89,scattered clouds
481,Querfurt,DE,51.38,11.6,66.99,68,0,4.16,clear sky
482,Hukuntsi,BW,-24.0,21.75,61.27,28,79,6.08,broken clouds
483,Araouane,ML,18.9,-3.53,101.79,15,0,4.0,clear sky
484,San Quintin,MX,30.48,-115.95,84.43,39,0,14.05,clear sky
485,Jiazi,CN,22.88,116.07,79.29,88,58,8.81,light rain
486,Gayny,RU,60.31,54.32,43.77,96,93,7.96,overcast clouds
487,Yakeshi,CN,49.28,120.73,49.46,75,100,14.16,moderate rain
488,Susangerd,IR,31.56,48.18,87.8,62,0,4.7,clear sky
489,Lodwar,KE,3.12,35.6,85.1,39,40,23.44,scattered clouds
490,Antalaha,MG,-14.9,50.28,66.54,83,28,8.19,scattered clouds
491,Aquiraz,BR,-3.9,-38.39,80.6,74,48,14.99,scattered clouds
492,Salekhard,RU,66.53,66.6,45.32,94,94,5.39,overcast clouds
493,Korolevo,UA,48.15,23.14,63.0,93,74,4.25,broken clouds
494,Akyab,MM,20.15,92.9,81.23,84,100,4.41,light rain
495,Mehamn,NO,71.04,27.85,44.6,87,90,11.41,overcast clouds
496,Richards Bay,ZA,-28.78,32.04,65.28,76,100,7.2,overcast clouds
497,Butte,US,39.65,-121.57,91.0,33,90,3.36,haze
498,Conde,BR,-7.26,-34.91,77.0,83,20,11.41,few clouds
499,Athens,GR,37.98,23.72,78.8,47,0,6.93,clear sky
500,Payakumbuh,ID,-0.22,100.63,68.31,87,76,2.86,moderate rain
501,Sebinkarahisar,TR,40.29,38.42,53.2,79,5,2.13,clear sky
502,Mae Chan,TH,20.15,99.85,77.0,100,20,1.5,few clouds
503,Mana,GF,5.66,-53.78,79.56,84,42,4.94,scattered clouds
504,Luba,GQ,3.46,8.55,75.2,100,75,8.05,light rain
505,Phayakkhaphum Phisai,TH,15.52,103.19,78.28,81,99,4.21,overcast clouds
506,Aquin,HT,18.28,-73.4,84.13,72,32,1.95,light rain
507,San Gabriel Casa Blanca,MX,18.15,-97.13,83.57,53,74,6.49,light rain
508,Sorland,NO,67.67,12.69,48.94,75,100,7.7,light rain
509,Alexandria,EG,31.22,29.96,78.8,74,40,5.82,scattered clouds
510,Maniitsoq,GL,65.42,-52.9,44.56,78,100,14.9,overcast clouds
511,Simao,CN,22.79,100.97,64.9,96,99,1.83,light rain
512,Cloquet,US,46.72,-92.46,73.4,60,75,6.93,broken clouds
513,Izazi,TZ,-7.2,35.73,62.6,72,5,3.24,clear sky
514,Kushima,JP,31.46,131.23,73.4,94,75,2.24,broken clouds
515,Volovo,UA,48.52,23.51,61.0,73,3,1.99,clear sky
516,Zhigansk,RU,66.77,123.37,40.75,88,0,7.61,clear sky
517,Abiramam,IN,9.47,78.45,83.39,60,99,8.43,overcast clouds
518,Remetea,RO,46.78,25.45,56.57,81,64,2.42,broken clouds
519,Banda Aceh,ID,5.56,95.32,79.68,72,100,13.33,overcast clouds
520,Porbandar,IN,21.64,69.61,81.54,80,99,9.51,overcast clouds
521,Corn Island,NI,12.17,-83.04,84.54,75,61,10.0,moderate rain
522,Olafsvik,IS,64.89,-23.71,45.09,72,100,10.85,overcast clouds
523,Birobidzhan,RU,48.8,132.95,54.21,94,100,2.33,overcast clouds
524,Ransang,PH,8.96,117.58,78.96,89,100,15.66,moderate rain
525,Sinnamary,GF,5.38,-52.95,79.34,84,44,6.76,heavy intensity rain
526,Honningsvag,NO,70.98,25.97,48.2,76,20,5.82,few clouds
527,Harbour Breton,CA,47.48,-55.8,55.99,100,95,14.32,overcast clouds
528,Udachnyy,RU,66.42,112.4,44.6,87,15,4.47,few clouds
529,Gravelbourg,CA,49.88,-106.55,66.54,34,27,14.76,scattered clouds
530,Bairiki,KI,1.33,172.98,86.0,66,20,16.11,few clouds
531,Quepos,CR,9.42,-84.17,71.6,94,75,4.7,broken clouds
532,Newport,GB,51.59,-3.0,62.01,87,53,3.74,broken clouds
533,Monte Alegre,BR,-2.01,-54.07,88.81,42,92,0.81,overcast clouds
534,Turtas,RU,58.94,69.13,52.43,82,95,10.4,overcast clouds
535,Turukhansk,RU,65.82,87.98,48.65,83,75,8.99,broken clouds
536,Gizo,SB,-8.1,156.84,81.86,74,100,9.28,overcast clouds
537,Nanchong,CN,30.8,106.08,71.33,91,99,3.47,light rain
538,Salgueiro,BR,-8.07,-39.12,79.5,48,23,21.43,few clouds
539,Mumford,GH,5.26,-0.76,75.58,88,100,13.18,overcast clouds
540,Golden,US,39.76,-105.22,87.8,10,20,12.75,few clouds
541,Steamboat Springs,US,40.48,-106.83,79.0,11,1,9.17,clear sky
542,Sidmouth,GB,50.69,-3.24,62.6,93,90,5.82,overcast clouds
543,Gaspe,CA,48.83,-64.48,51.8,66,20,9.17,few clouds
544,Synya,RU,65.37,58.04,42.58,95,69,1.86,broken clouds
545,Kilindoni,TZ,-7.91,39.67,77.2,76,21,13.02,few clouds
546,Makat,KZ,47.65,53.35,63.63,37,59,11.72,broken clouds
547,Olinda,BR,-8.01,-34.86,78.8,74,40,10.29,scattered clouds
548,Ayr,GB,55.46,-4.63,57.0,93,20,1.32,few clouds
549,Arkhangelskoye,RU,55.85,35.33,43.3,91,14,4.88,few clouds
550,Ambunti,PG,-4.24,142.84,76.51,93,88,0.94,overcast clouds
551,Hailey,US,43.52,-114.32,82.4,15,5,8.05,smoke
552,Port Blair,IN,11.67,92.75,82.45,76,83,13.65,light rain
553,Codrington,AU,-38.27,141.97,48.25,83,100,10.25,overcast clouds
554,Lakatoro,VU,-16.1,167.42,78.8,74,40,14.99,scattered clouds
555,Evensk,RU,61.95,159.23,46.92,60,91,1.21,overcast clouds
556,Sydney,AU,-33.87,151.21,62.6,82,5,6.93,clear sky
557,Portland,US,45.52,-122.68,75.99,56,90,7.02,smoke
558,Belaya Gora,RU,68.53,146.42,45.3,88,99,6.29,overcast clouds
559,Rincon,US,32.3,-81.24,80.6,69,90,14.99,overcast clouds
560,Harnosand,SE,62.63,17.94,51.01,93,100,4.7,moderate rain
